"Time","Mur_Temp_toit_1.mean","Mur_Temp_toit_2.mean","Mur_Temp_toit_3.mean"
"2023-08-24-17",NA,NA,NA
"2023-08-24-18",NA,NA,NA
"2023-08-24-19",NA,NA,NA
"2023-08-24-20",NA,NA,NA
"2023-08-24-21",NA,NA,NA
"2023-08-24-22",NA,NA,NA
"2023-08-24-23",NA,NA,NA
"2023-08-25-00",NA,NA,NA
"2023-08-25-01",NA,NA,NA
"2023-08-25-02",NA,NA,NA
"2023-08-25-03",NA,NA,NA
"2023-08-25-04",NA,NA,NA
"2023-08-25-05",NA,NA,NA
"2023-08-25-06",NA,NA,NA
"2023-08-25-07",NA,NA,NA
"2023-08-25-08",NA,NA,NA
"2023-08-25-09",NA,NA,NA
"2023-08-25-10",NA,NA,NA
"2023-08-25-11",NA,NA,NA
"2023-08-25-12",NA,NA,NA
"2023-08-25-13",NA,NA,NA
"2023-08-25-14",NA,NA,NA
"2023-08-25-15",NA,NA,NA
"2023-08-25-16",NA,NA,NA
"2023-08-25-17",NA,NA,NA
"2023-08-25-18",NA,NA,NA
"2023-08-25-19",NA,NA,NA
"2023-08-25-20",NA,NA,NA
"2023-08-25-21",NA,NA,NA
"2023-08-25-22",NA,NA,NA
"2023-08-25-23",NA,NA,NA
"2023-08-26-00",NA,NA,NA
"2023-08-26-01",NA,NA,NA
"2023-08-26-02",NA,NA,NA
"2023-08-26-03",NA,NA,NA
"2023-08-26-04",NA,NA,NA
"2023-08-26-05",NA,NA,NA
"2023-08-26-06",NA,NA,NA
"2023-08-26-07",NA,NA,NA
"2023-08-26-08",NA,NA,NA
"2023-08-26-09",NA,NA,NA
"2023-08-26-10",NA,NA,NA
"2023-08-26-11",NA,NA,NA
"2023-08-26-12",NA,NA,NA
"2023-08-26-13",NA,NA,NA
"2023-08-26-14",NA,NA,NA
"2023-08-26-15",NA,NA,NA
"2023-08-26-16",NA,NA,NA
"2023-08-26-17",NA,NA,NA
"2023-08-26-18",NA,NA,NA
"2023-08-26-19",NA,NA,NA
"2023-08-26-20",NA,NA,NA
"2023-08-26-21",NA,NA,NA
"2023-08-26-22",NA,NA,NA
"2023-08-26-23",NA,NA,NA
"2023-08-27-00",NA,NA,NA
"2023-08-27-01",NA,NA,NA
"2023-08-27-02",NA,NA,NA
"2023-08-27-03",NA,NA,NA
"2023-08-27-04",NA,NA,NA
"2023-08-27-05",NA,NA,NA
"2023-08-27-06",NA,NA,NA
"2023-08-27-07",NA,NA,NA
"2023-08-27-08",NA,NA,NA
"2023-08-27-09",NA,NA,NA
"2023-08-27-10",NA,NA,NA
"2023-08-27-11",NA,NA,NA
"2023-08-27-12",NA,NA,NA
"2023-08-27-13",NA,NA,NA
"2023-08-27-14",NA,NA,NA
"2023-08-27-15",NA,NA,NA
"2023-08-27-16",NA,NA,NA
"2023-08-27-17",NA,NA,NA
"2023-08-27-18",NA,NA,NA
"2023-08-27-19",NA,NA,NA
"2023-08-27-20",NA,NA,NA
"2023-08-27-21",NA,NA,NA
"2023-08-27-22",NA,NA,NA
"2023-08-27-23",NA,NA,NA
"2023-08-28-00",NA,NA,NA
"2023-08-28-01",NA,NA,NA
"2023-08-28-02",NA,NA,NA
"2023-08-28-03",NA,NA,NA
"2023-08-28-04",NA,NA,NA
"2023-08-28-05",NA,NA,NA
"2023-08-28-06",NA,NA,NA
"2023-08-28-07",NA,NA,NA
"2023-08-28-08",NA,NA,NA
"2023-08-28-09",NA,NA,NA
"2023-08-28-10",NA,NA,NA
"2023-08-28-11",NA,NA,NA
"2023-08-28-12",NA,NA,NA
"2023-08-28-13",NA,NA,NA
"2023-08-28-14",NA,NA,NA
"2023-08-28-15",NA,NA,NA
"2023-08-28-16",NA,NA,NA
"2023-08-28-17",NA,NA,NA
"2023-08-28-18",NA,NA,NA
"2023-08-28-19",NA,NA,NA
"2023-08-28-20",NA,NA,NA
"2023-08-28-21",NA,NA,NA
"2023-08-28-22",NA,NA,NA
"2023-08-28-23",NA,NA,NA
"2023-08-29-00",NA,NA,NA
"2023-08-29-01",NA,NA,NA
"2023-08-29-02",NA,NA,NA
"2023-08-29-03",NA,NA,NA
"2023-08-29-04",NA,NA,NA
"2023-08-29-05",NA,NA,NA
"2023-08-29-06",NA,NA,NA
"2023-08-29-07",NA,NA,NA
"2023-08-29-08",NA,NA,NA
"2023-08-29-09",NA,NA,NA
"2023-08-29-10",NA,NA,NA
"2023-08-29-11",NA,NA,NA
"2023-08-29-12",NA,NA,NA
"2023-08-29-13",NA,NA,NA
"2023-08-29-14",NA,NA,NA
"2023-08-29-15",NA,NA,NA
"2023-08-29-16",NA,NA,NA
"2023-08-29-17",NA,NA,NA
"2023-08-29-18",NA,NA,NA
"2023-08-29-19",NA,NA,NA
"2023-08-29-20",NA,NA,NA
"2023-08-29-21",NA,NA,NA
"2023-08-29-22",NA,NA,NA
"2023-08-29-23",NA,NA,NA
"2023-08-30-00",NA,NA,NA
"2023-08-30-01",NA,NA,NA
"2023-08-30-02",NA,NA,NA
"2023-08-30-03",NA,NA,NA
"2023-08-30-04",NA,NA,NA
"2023-08-30-05",NA,NA,NA
"2023-08-30-06",NA,NA,NA
"2023-08-30-07",NA,NA,NA
"2023-08-30-08",NA,NA,NA
"2023-08-30-09",NA,NA,NA
"2023-08-30-10",NA,NA,NA
"2023-08-30-11",NA,NA,NA
"2023-08-30-12",NA,NA,NA
"2023-08-30-13",NA,NA,NA
"2023-08-30-14",NA,NA,NA
"2023-08-30-15",NA,NA,NA
"2023-08-30-16",NA,NA,NA
"2023-08-30-17",NA,NA,NA
"2023-08-30-18",NA,NA,NA
"2023-08-30-19",NA,NA,NA
"2023-08-30-20",NA,NA,NA
"2023-08-30-21",NA,NA,NA
"2023-08-30-22",NA,NA,NA
"2023-08-30-23",NA,NA,NA
"2023-08-31-00",NA,NA,NA
"2023-08-31-01",NA,NA,NA
"2023-08-31-02",NA,NA,NA
"2023-08-31-03",NA,NA,NA
"2023-08-31-04",NA,NA,NA
"2023-08-31-05",NA,NA,NA
"2023-08-31-06",NA,NA,NA
"2023-08-31-07",NA,NA,NA
"2023-08-31-08",NA,NA,NA
"2023-08-31-09",NA,NA,NA
"2023-08-31-10",NA,NA,NA
"2023-08-31-11",NA,NA,NA
"2023-08-31-12",NA,NA,NA
"2023-08-31-13",NA,NA,NA
"2023-08-31-14",NA,NA,NA
"2023-08-31-15",NA,NA,NA
"2023-08-31-16",NA,NA,NA
"2023-08-31-17",NA,NA,NA
"2023-08-31-18",NA,NA,NA
"2023-08-31-19",NA,NA,NA
"2023-08-31-20",NA,NA,NA
"2023-08-31-21",NA,NA,NA
"2023-08-31-22",NA,NA,NA
"2023-08-31-23",NA,NA,NA
"2023-09-01-00",NA,NA,NA
"2023-09-01-01",NA,NA,NA
"2023-09-01-02",NA,NA,NA
"2023-09-01-03",NA,NA,NA
"2023-09-01-04",NA,NA,NA
"2023-09-01-05",NA,NA,NA
"2023-09-01-06",NA,NA,NA
"2023-09-01-07",NA,NA,NA
"2023-09-01-08",NA,NA,NA
"2023-09-01-09",NA,NA,NA
"2023-09-01-10",NA,NA,NA
"2023-09-01-11",NA,NA,NA
"2023-09-01-12",NA,NA,NA
"2023-09-01-13",NA,NA,NA
"2023-09-01-14",NA,NA,NA
"2023-09-01-15",NA,NA,NA
"2023-09-01-16",NA,NA,NA
"2023-09-01-17",NA,NA,NA
"2023-09-01-18",NA,NA,NA
"2023-09-01-19",NA,NA,NA
"2023-09-01-20",NA,NA,NA
"2023-09-01-21",NA,NA,NA
"2023-09-01-22",NA,NA,NA
"2023-09-01-23",NA,NA,NA
"2023-09-02-00",NA,NA,NA
"2023-09-02-01",NA,NA,NA
"2023-09-02-02",NA,NA,NA
"2023-09-02-03",NA,NA,NA
"2023-09-02-04",NA,NA,NA
"2023-09-02-05",NA,NA,NA
"2023-09-02-06",NA,NA,NA
"2023-09-02-07",NA,NA,NA
"2023-09-02-08",NA,NA,NA
"2023-09-02-09",NA,NA,NA
"2023-09-02-10",NA,NA,NA
"2023-09-02-11",NA,NA,NA
"2023-09-02-12",NA,NA,NA
"2023-09-02-13",NA,NA,NA
"2023-09-02-14",NA,NA,NA
"2023-09-02-15",NA,NA,NA
"2023-09-02-16",NA,NA,NA
"2023-09-02-17",NA,NA,NA
"2023-09-02-18",NA,NA,NA
"2023-09-02-19",NA,NA,NA
"2023-09-02-20",NA,NA,NA
"2023-09-02-21",NA,NA,NA
"2023-09-02-22",NA,NA,NA
"2023-09-02-23",NA,NA,NA
"2023-09-03-00",NA,NA,NA
"2023-09-03-01",NA,NA,NA
"2023-09-03-02",NA,NA,NA
"2023-09-03-03",NA,NA,NA
"2023-09-03-04",NA,NA,NA
"2023-09-03-05",NA,NA,NA
"2023-09-03-06",NA,NA,NA
"2023-09-03-07",NA,NA,NA
"2023-09-03-08",NA,NA,NA
"2023-09-03-09",NA,NA,NA
"2023-09-03-10",NA,NA,NA
"2023-09-03-11",NA,NA,NA
"2023-09-03-12",NA,NA,NA
"2023-09-03-13",NA,NA,NA
"2023-09-03-14",NA,NA,NA
"2023-09-03-15",NA,NA,NA
"2023-09-03-16",NA,NA,NA
"2023-09-03-17",NA,NA,NA
"2023-09-03-18",NA,NA,NA
"2023-09-03-19",NA,NA,NA
"2023-09-03-20",NA,NA,NA
"2023-09-03-21",NA,NA,NA
"2023-09-03-22",NA,NA,NA
"2023-09-03-23",NA,NA,NA
"2023-09-04-00",NA,NA,NA
"2023-09-04-01",NA,NA,NA
"2023-09-04-02",NA,NA,NA
"2023-09-04-03",NA,NA,NA
"2023-09-04-04",NA,NA,NA
"2023-09-04-05",NA,NA,NA
"2023-09-04-06",NA,NA,NA
"2023-09-04-07",NA,NA,NA
"2023-09-04-08",NA,NA,NA
"2023-09-04-09",NA,NA,NA
"2023-09-04-10",NA,NA,NA
"2023-09-04-11",NA,NA,NA
"2023-09-04-12",NA,NA,NA
"2023-09-04-13",NA,NA,NA
"2023-09-04-14",NA,NA,NA
"2023-09-04-15",NA,NA,NA
"2023-09-04-16",NA,NA,NA
"2023-09-04-17",NA,NA,NA
"2023-09-04-18",NA,NA,NA
"2023-09-04-19",NA,NA,NA
"2023-09-04-20",NA,NA,NA
"2023-09-04-21",NA,NA,NA
"2023-09-04-22",NA,NA,NA
"2023-09-04-23",NA,NA,NA
"2023-09-05-00",NA,NA,NA
"2023-09-05-01",NA,NA,NA
"2023-09-05-02",NA,NA,NA
"2023-09-05-03",NA,NA,NA
"2023-09-05-04",NA,NA,NA
"2023-09-05-05",NA,NA,NA
"2023-09-05-06",NA,NA,NA
"2023-09-05-07",NA,NA,NA
"2023-09-05-08",NA,NA,NA
"2023-09-05-09",NA,NA,NA
"2023-09-05-10",NA,NA,NA
"2023-09-05-11",NA,NA,NA
"2023-09-05-12",NA,NA,NA
"2023-09-05-13",NA,NA,NA
"2023-09-05-14",NA,NA,NA
"2023-09-05-15",NA,NA,NA
"2023-09-05-16",NA,NA,NA
"2023-09-05-17",NA,NA,NA
"2023-09-05-18",NA,NA,NA
"2023-09-05-19",NA,NA,NA
"2023-09-05-20",NA,NA,NA
"2023-09-05-21",NA,NA,NA
"2023-09-05-22",NA,NA,NA
"2023-09-05-23",NA,NA,NA
"2023-09-06-00",NA,NA,NA
"2023-09-06-01",NA,NA,NA
"2023-09-06-02",NA,NA,NA
"2023-09-06-03",NA,NA,NA
"2023-09-06-04",NA,NA,NA
"2023-09-06-05",NA,NA,NA
"2023-09-06-06",NA,NA,NA
"2023-09-06-07",NA,NA,NA
"2023-09-06-08",NA,NA,NA
"2023-09-06-09",NA,NA,NA
"2023-09-06-10",NA,NA,NA
"2023-09-06-11",NA,NA,NA
"2023-09-06-12",NA,NA,NA
"2023-09-06-13",NA,NA,NA
"2023-09-06-14",NA,NA,NA
"2023-09-06-15",NA,NA,NA
"2023-09-06-16",NA,NA,NA
"2023-09-06-17",NA,NA,NA
"2023-09-06-18",NA,NA,NA
"2023-09-06-19",NA,NA,NA
"2023-09-06-20",NA,NA,NA
"2023-09-06-21",NA,NA,NA
"2023-09-06-22",NA,NA,NA
"2023-09-06-23",NA,NA,NA
"2023-09-07-00",NA,NA,NA
"2023-09-07-01",NA,NA,NA
"2023-09-07-02",NA,NA,NA
"2023-09-07-03",NA,NA,NA
"2023-09-07-04",NA,NA,NA
"2023-09-07-05",NA,NA,NA
"2023-09-07-06",NA,NA,NA
"2023-09-07-07",NA,NA,NA
"2023-09-07-08",NA,NA,NA
"2023-09-07-09",NA,NA,NA
"2023-09-07-10",NA,NA,NA
"2023-09-07-11",NA,NA,NA
"2023-09-07-12",NA,NA,NA
"2023-09-07-13",NA,NA,NA
"2023-09-07-14",NA,NA,NA
"2023-09-07-15",NA,NA,NA
"2023-09-07-16",NA,NA,NA
"2023-09-07-17",NA,NA,NA
"2023-09-07-18",NA,NA,NA
"2023-09-07-19",NA,NA,NA
"2023-09-07-20",NA,NA,NA
"2023-09-07-21",NA,NA,NA
"2023-09-07-22",NA,NA,NA
"2023-09-07-23",NA,NA,NA
"2023-09-08-00",NA,NA,NA
"2023-09-08-01",NA,NA,NA
"2023-09-08-02",NA,NA,NA
"2023-09-08-03",NA,NA,NA
"2023-09-08-04",NA,NA,NA
"2023-09-08-05",NA,NA,NA
"2023-09-08-06",NA,NA,NA
"2023-09-08-07",NA,NA,NA
"2023-09-08-08",NA,NA,NA
"2023-09-08-09",NA,NA,NA
"2023-09-08-10",NA,NA,NA
"2023-09-08-11",NA,NA,NA
"2023-09-08-12",NA,NA,NA
"2023-09-08-13",NA,NA,NA
"2023-09-08-14",NA,NA,NA
"2023-09-08-15",NA,NA,NA
"2023-09-08-16",NA,NA,NA
"2023-09-08-17",NA,NA,NA
"2023-09-08-18",NA,NA,NA
"2023-09-08-19",NA,NA,NA
"2023-09-08-20",NA,NA,NA
"2023-09-08-21",NA,NA,NA
"2023-09-08-22",NA,NA,NA
"2023-09-08-23",NA,NA,NA
"2023-09-09-00",NA,NA,NA
"2023-09-09-01",NA,NA,NA
"2023-09-09-02",NA,NA,NA
"2023-09-09-03",NA,NA,NA
"2023-09-09-04",NA,NA,NA
"2023-09-09-05",NA,NA,NA
"2023-09-09-06",NA,NA,NA
"2023-09-09-07",NA,NA,NA
"2023-09-09-08",NA,NA,NA
"2023-09-09-09",NA,NA,NA
"2023-09-09-10",NA,NA,NA
"2023-09-09-11",NA,NA,NA
"2023-09-09-12",NA,NA,NA
"2023-09-09-13",NA,NA,NA
"2023-09-09-14",NA,NA,NA
"2023-09-09-15",NA,NA,NA
"2023-09-09-16",NA,NA,NA
"2023-09-09-17",NA,NA,NA
"2023-09-09-18",NA,NA,NA
"2023-09-09-19",NA,NA,NA
"2023-09-09-20",NA,NA,NA
"2023-09-09-21",NA,NA,NA
"2023-09-09-22",NA,NA,NA
"2023-09-09-23",NA,NA,NA
"2023-09-10-00",NA,NA,NA
"2023-09-10-01",NA,NA,NA
"2023-09-10-02",NA,NA,NA
"2023-09-10-03",NA,NA,NA
"2023-09-10-04",NA,NA,NA
"2023-09-10-05",NA,NA,NA
"2023-09-10-06",NA,NA,NA
"2023-09-10-07",NA,NA,NA
"2023-09-10-08",NA,NA,NA
"2023-09-10-09",NA,NA,NA
"2023-09-10-10",NA,NA,NA
"2023-09-10-11",NA,NA,NA
"2023-09-10-12",NA,NA,NA
"2023-09-10-13",NA,NA,NA
"2023-09-10-14",NA,NA,NA
"2023-09-10-15",NA,NA,NA
"2023-09-10-16",NA,NA,NA
"2023-09-10-17",NA,NA,NA
"2023-09-10-18",NA,NA,NA
"2023-09-10-19",NA,NA,NA
"2023-09-10-20",NA,NA,NA
"2023-09-10-21",NA,NA,NA
"2023-09-10-22",NA,NA,NA
"2023-09-10-23",NA,NA,NA
"2023-09-11-00",NA,NA,NA
"2023-09-11-01",NA,NA,NA
"2023-09-11-02",NA,NA,NA
"2023-09-11-03",NA,NA,NA
"2023-09-11-04",NA,NA,NA
"2023-09-11-05",NA,NA,NA
"2023-09-11-06",NA,NA,NA
"2023-09-11-07",NA,NA,NA
"2023-09-11-08",NA,NA,NA
"2023-09-11-09",NA,NA,NA
"2023-09-11-10",NA,NA,NA
"2023-09-11-11",NA,NA,NA
"2023-09-11-12",NA,NA,NA
"2023-09-11-13",NA,NA,NA
"2023-09-11-14",NA,NA,NA
"2023-09-11-15",NA,NA,NA
"2023-09-11-16",NA,NA,NA
"2023-09-11-17",NA,NA,NA
"2023-09-11-18",NA,NA,NA
"2023-09-11-19",NA,NA,NA
"2023-09-11-20",NA,NA,NA
"2023-09-11-21",NA,NA,NA
"2023-09-11-22",NA,NA,NA
"2023-09-11-23",NA,NA,NA
"2023-09-12-00",NA,NA,NA
"2023-09-12-01",NA,NA,NA
"2023-09-12-02",NA,NA,NA
"2023-09-12-03",NA,NA,NA
"2023-09-12-04",NA,NA,NA
"2023-09-12-05",NA,NA,NA
"2023-09-12-06",NA,NA,NA
"2023-09-12-07",NA,NA,NA
"2023-09-12-08",NA,NA,NA
"2023-09-12-09",NA,NA,NA
"2023-09-12-10",NA,NA,NA
"2023-09-12-11",NA,NA,NA
"2023-09-12-12",NA,NA,NA
"2023-09-12-13",NA,NA,NA
"2023-09-12-14",NA,NA,NA
"2023-09-12-15",NA,NA,NA
"2023-09-12-16",NA,NA,NA
"2023-09-12-17",NA,NA,NA
"2023-09-12-18",NA,NA,NA
"2023-09-12-19",NA,NA,NA
"2023-09-12-20",NA,NA,NA
"2023-09-12-21",NA,NA,NA
"2023-09-12-22",NA,NA,NA
"2023-09-12-23",NA,NA,NA
"2023-09-13-00",NA,NA,NA
"2023-09-13-01",NA,NA,NA
"2023-09-13-02",NA,NA,NA
"2023-09-13-03",NA,NA,NA
"2023-09-13-04",NA,NA,NA
"2023-09-13-05",NA,NA,NA
"2023-09-13-06",NA,NA,NA
"2023-09-13-07",NA,NA,NA
"2023-09-13-08",NA,NA,NA
"2023-09-13-09",NA,NA,NA
"2023-09-13-10",NA,NA,NA
"2023-09-13-11",NA,NA,NA
"2023-09-13-12",NA,NA,NA
"2023-09-13-13",NA,NA,NA
"2023-09-13-14",NA,NA,NA
"2023-09-13-15",NA,NA,NA
"2023-09-13-16",NA,NA,NA
"2023-09-13-17",NA,NA,NA
"2023-09-13-18",NA,NA,NA
"2023-09-13-19",NA,NA,NA
"2023-09-13-20",NA,NA,NA
"2023-09-13-21",NA,NA,NA
"2023-09-13-22",NA,NA,NA
"2023-09-13-23",NA,NA,NA
"2023-09-14-00",NA,NA,NA
"2023-09-14-01",NA,NA,NA
"2023-09-14-02",NA,NA,NA
"2023-09-14-03",NA,NA,NA
"2023-09-14-04",NA,NA,NA
"2023-09-14-05",NA,NA,NA
"2023-09-14-06",NA,NA,NA
"2023-09-14-07",NA,NA,NA
"2023-09-14-08",NA,NA,NA
"2023-09-14-09",NA,NA,NA
"2023-09-14-10",NA,NA,NA
"2023-09-14-11",NA,NA,NA
"2023-09-14-12",NA,NA,NA
"2023-09-14-13",NA,NA,NA
"2023-09-14-14",NA,NA,NA
"2023-09-14-15",NA,NA,NA
"2023-09-14-16",NA,NA,NA
"2023-09-14-17",NA,NA,NA
"2023-09-14-18",NA,NA,NA
"2023-09-14-19",NA,NA,NA
"2023-09-14-20",NA,NA,NA
"2023-09-14-21",NA,NA,NA
"2023-09-14-22",NA,NA,NA
"2023-09-14-23",NA,NA,NA
"2023-09-15-00",NA,NA,NA
"2023-09-15-01",NA,NA,NA
"2023-09-15-02",NA,NA,NA
"2023-09-15-03",NA,NA,NA
"2023-09-15-04",NA,NA,NA
"2023-09-15-05",NA,NA,NA
"2023-09-15-06",NA,NA,NA
"2023-09-15-07",NA,NA,NA
"2023-09-15-08",NA,NA,NA
"2023-09-15-09",NA,NA,NA
"2023-09-15-10",NA,NA,NA
"2023-09-15-11",NA,NA,NA
"2023-09-15-12",NA,NA,NA
"2023-09-15-13",NA,NA,NA
"2023-09-15-14",NA,NA,NA
"2023-09-15-15",NA,NA,NA
"2023-09-15-16",NA,NA,NA
"2023-09-15-17",NA,NA,NA
"2023-09-15-18",NA,NA,NA
"2023-09-15-19",NA,NA,NA
"2023-09-15-20",NA,NA,NA
"2023-09-15-21",NA,NA,NA
"2023-09-15-22",NA,NA,NA
"2023-09-15-23",NA,NA,NA
"2023-09-16-00",NA,NA,NA
"2023-09-16-01",NA,NA,NA
"2023-09-16-02",NA,NA,NA
"2023-09-16-03",NA,NA,NA
"2023-09-16-04",NA,NA,NA
"2023-09-16-05",NA,NA,NA
"2023-09-16-06",NA,NA,NA
"2023-09-16-07",NA,NA,NA
"2023-09-16-08",NA,NA,NA
"2023-09-16-09",NA,NA,NA
"2023-09-16-10",NA,NA,NA
"2023-09-16-11",NA,NA,NA
"2023-09-16-12",NA,NA,NA
"2023-09-16-13",NA,NA,NA
"2023-09-16-14",NA,NA,NA
"2023-09-16-15",NA,NA,NA
"2023-09-16-16",NA,NA,NA
"2023-09-16-17",NA,NA,NA
"2023-09-16-18",NA,NA,NA
"2023-09-16-19",NA,NA,NA
"2023-09-16-20",NA,NA,NA
"2023-09-16-21",NA,NA,NA
"2023-09-16-22",NA,NA,NA
"2023-09-16-23",NA,NA,NA
"2023-09-17-00",NA,NA,NA
"2023-09-17-01",NA,NA,NA
"2023-09-17-02",NA,NA,NA
"2023-09-17-03",NA,NA,NA
"2023-09-17-04",NA,NA,NA
"2023-09-17-05",NA,NA,NA
"2023-09-17-06",NA,NA,NA
"2023-09-17-07",NA,NA,NA
"2023-09-17-08",NA,NA,NA
"2023-09-17-09",NA,NA,NA
"2023-09-17-10",NA,NA,NA
"2023-09-17-11",NA,NA,NA
"2023-09-17-12",NA,NA,NA
"2023-09-17-13",NA,NA,NA
"2023-09-17-14",NA,NA,NA
"2023-09-17-15",NA,NA,NA
"2023-09-17-16",NA,NA,NA
"2023-09-17-17",NA,NA,NA
"2023-09-17-18",NA,NA,NA
"2023-09-17-19",NA,NA,NA
"2023-09-17-20",NA,NA,NA
"2023-09-17-21",NA,NA,NA
"2023-09-17-22",NA,NA,NA
"2023-09-17-23",NA,NA,NA
"2023-09-18-00",NA,NA,NA
"2023-09-18-01",NA,NA,NA
"2023-09-18-02",NA,NA,NA
"2023-09-18-03",NA,NA,NA
"2023-09-18-04",NA,NA,NA
"2023-09-18-05",NA,NA,NA
"2023-09-18-06",NA,NA,NA
"2023-09-18-07",NA,NA,NA
"2023-09-18-08",NA,NA,NA
"2023-09-18-09",NA,NA,NA
"2023-09-18-10",NA,NA,NA
"2023-09-18-11",NA,NA,NA
"2023-09-18-12",NA,NA,NA
"2023-09-18-13",NA,NA,NA
"2023-09-18-14",NA,NA,NA
"2023-09-18-15",NA,NA,NA
"2023-09-18-16",NA,NA,NA
"2023-09-18-17",NA,NA,NA
"2023-09-18-18",NA,NA,NA
"2023-09-18-19",NA,NA,NA
"2023-09-18-20",NA,NA,NA
"2023-09-18-21",NA,NA,NA
"2023-09-18-22",NA,NA,NA
"2023-09-18-23",NA,NA,NA
"2023-09-19-00",NA,NA,NA
"2023-09-19-01",NA,NA,NA
"2023-09-19-02",NA,NA,NA
"2023-09-19-03",NA,NA,NA
"2023-09-19-04",NA,NA,NA
"2023-09-19-05",NA,NA,NA
"2023-09-19-06",NA,NA,NA
"2023-09-19-07",NA,NA,NA
"2023-09-19-08",NA,NA,NA
"2023-09-19-09",NA,NA,NA
"2023-09-19-10",NA,NA,NA
"2023-09-19-11",NA,NA,NA
"2023-09-19-12",NA,NA,NA
"2023-09-19-13",NA,NA,NA
"2023-09-19-14",NA,NA,NA
"2023-09-19-15",NA,NA,NA
"2023-09-19-16",NA,NA,NA
"2023-09-19-17",NA,NA,NA
"2023-09-19-18",NA,NA,NA
"2023-09-19-19",NA,NA,NA
"2023-09-19-20",NA,NA,NA
"2023-09-19-21",NA,NA,NA
"2023-09-19-22",NA,NA,NA
"2023-09-19-23",NA,NA,NA
"2023-09-20-00",NA,NA,NA
"2023-09-20-01",NA,NA,NA
"2023-09-20-02",NA,NA,NA
"2023-09-20-03",NA,NA,NA
"2023-09-20-04",NA,NA,NA
"2023-09-20-05",NA,NA,NA
"2023-09-20-06",NA,NA,NA
"2023-09-20-07",NA,NA,NA
"2023-09-20-08",NA,NA,NA
"2023-09-20-09",NA,NA,NA
"2023-09-20-10",NA,NA,NA
"2023-09-20-11",NA,NA,NA
"2023-09-20-12",NA,NA,NA
"2023-09-20-13",NA,NA,NA
"2023-09-20-14",24.21,23.7,23.84
"2023-09-20-15",24.2975,23.83,23.8908333333333
"2023-09-20-16",24.175,23.9,23.96
"2023-09-20-17",23.925,23.8925,24
"2023-09-20-18",23.5941666666667,23.8391666666667,24.0366666666667
"2023-09-20-19",23.1916666666667,23.7291666666667,24.05
"2023-09-20-20",22.8133333333333,23.6116666666667,24.0583333333333
"2023-09-20-21",22.395,23.4716666666667,24.0425
"2023-09-20-22",22.0475,23.3466666666667,24.0266666666667
"2023-09-20-23",21.6833333333333,23.1866666666667,23.98
"2023-09-21-00",21.3916666666667,23.0583333333333,23.9716666666667
"2023-09-21-01",21.0875,22.9383333333333,23.9283333333333
"2023-09-21-02",20.8475,22.8208333333333,23.8783333333333
"2023-09-21-03",20.6516666666667,22.7116666666667,23.8341666666667
"2023-09-21-04",20.4691666666667,22.6041666666667,23.78
"2023-09-21-05",20.2583333333333,22.5075,23.7333333333333
"2023-09-21-06",20.01,22.3725,23.6433333333333
"2023-09-21-07",19.8241666666667,22.2641666666667,23.5858333333333
"2023-09-21-08",19.85,22.2066666666667,23.5316666666667
"2023-09-21-09",20.2225,22.2775,23.485
"2023-09-21-10",21.0883333333333,22.5091666666667,23.4841666666667
"2023-09-21-11",21.9391666666667,22.78,23.5175
"2023-09-21-12",22.7916666666667,23.0566666666667,23.5516666666667
"2023-09-21-13",23.815,23.4316666666667,23.6025
"2023-09-21-14",25.0258333333333,23.8925,23.7183333333333
"2023-09-21-15",25.2791666666667,24.1291666666667,23.8208333333333
"2023-09-21-16",24.8383333333333,24.1,23.9075
"2023-09-21-17",24.9175,24.21,23.9941666666667
"2023-09-21-18",24.8608333333333,24.2508333333333,24.0766666666667
"2023-09-21-19",24.6316666666667,24.2216666666667,24.1016666666667
"2023-09-21-20",24.3675,24.1775,24.1633333333333
"2023-09-21-21",23.7991666666667,24.0266666666667,24.1533333333333
"2023-09-21-22",23.1875,23.8283333333333,24.1683333333333
"2023-09-21-23",22.2483333333333,23.5166666666667,24.125
"2023-09-22-00",21.5091666666667,23.2491666666667,24.0783333333333
"2023-09-22-01",20.895,23.0041666666667,24.0433333333333
"2023-09-22-02",20.5141666666667,22.82,23.9716666666667
"2023-09-22-03",20.2066666666667,22.6483333333333,23.915
"2023-09-22-04",19.8641666666667,22.48,23.8508333333333
"2023-09-22-05",19.2258333333333,22.2191666666667,23.7558333333333
"2023-09-22-06",18.8333333333333,22.025,23.675
"2023-09-22-07",18.5266666666667,21.8541666666667,23.5775
"2023-09-22-08",18.2825,21.6991666666667,23.4733333333333
"2023-09-22-09",18.205,21.585,23.4
"2023-09-22-10",18.9975,21.7558333333333,23.3533333333333
"2023-09-22-11",20.195,22.07,23.3525
"2023-09-22-12",21.2875,22.41,23.335
"2023-09-22-13",22.2625,22.7733333333333,23.3508333333333
"2023-09-22-14",22.8383333333333,23.0083333333333,23.3925
"2023-09-22-15",23.4141666666667,23.2716666666667,23.4541666666667
"2023-09-22-16",23.8258333333333,23.4908333333333,23.5383333333333
"2023-09-22-17",23.5133333333333,23.4683333333333,23.615
"2023-09-22-18",23.0575,23.3858333333333,23.655
"2023-09-22-19",21.8716666666667,23.075,23.6541666666667
"2023-09-22-20",20.3116666666667,22.5691666666667,23.5883333333333
"2023-09-22-21",19.39,22.2233333333333,23.5491666666667
