"Time","Mur_Temp_sud_1.mean","Mur_Temp_sud_2.mean","Mur_Temp_sud_3.mean"
"2023-08-14-05",NA,NA,NA
"2023-08-14-06",NA,NA,NA
"2023-08-14-07",NA,NA,NA
"2023-08-14-08",NA,NA,NA
"2023-08-14-09",NA,NA,NA
"2023-08-14-10",NA,NA,NA
"2023-08-14-11",NA,NA,NA
"2023-08-14-12",NA,NA,NA
"2023-08-14-13",NA,NA,NA
"2023-08-14-14",NA,NA,NA
"2023-08-14-15",NA,NA,NA
"2023-08-14-16",NA,NA,NA
"2023-08-14-17",NA,NA,NA
"2023-08-14-18",NA,NA,NA
"2023-08-14-19",NA,NA,NA
"2023-08-14-20",NA,NA,NA
"2023-08-14-21",NA,NA,NA
"2023-08-14-22",NA,NA,NA
"2023-08-14-23",NA,NA,NA
"2023-08-15-00",NA,NA,NA
"2023-08-15-01",NA,NA,NA
"2023-08-15-02",NA,NA,NA
"2023-08-15-03",NA,NA,NA
"2023-08-15-04",NA,NA,NA
"2023-08-15-05",NA,NA,NA
"2023-08-15-06",NA,NA,NA
"2023-08-15-07",NA,NA,NA
"2023-08-15-08",NA,NA,NA
"2023-08-15-09",NA,NA,NA
"2023-08-15-10",NA,NA,NA
"2023-08-15-11",NA,NA,NA
"2023-08-15-12",NA,NA,NA
"2023-08-15-13",NA,NA,NA
"2023-08-15-14",NA,NA,NA
"2023-08-15-15",NA,NA,NA
"2023-08-15-16",NA,NA,NA
"2023-08-15-17",NA,NA,NA
"2023-08-15-18",NA,NA,NA
"2023-08-15-19",NA,NA,NA
"2023-08-15-20",NA,NA,NA
"2023-08-15-21",NA,NA,NA
"2023-08-15-22",NA,NA,NA
"2023-08-15-23",NA,NA,NA
"2023-08-16-00",NA,NA,NA
"2023-08-16-01",NA,NA,NA
"2023-08-16-02",NA,NA,NA
"2023-08-16-03",NA,NA,NA
"2023-08-16-04",NA,NA,NA
"2023-08-16-05",NA,NA,NA
"2023-08-16-06",NA,NA,NA
"2023-08-16-07",NA,NA,NA
"2023-08-16-08",NA,NA,NA
"2023-08-16-09",NA,NA,NA
"2023-08-16-10",NA,NA,NA
"2023-08-16-11",NA,NA,NA
"2023-08-16-12",NA,NA,NA
"2023-08-16-13",NA,NA,NA
"2023-08-16-14",NA,NA,NA
"2023-08-16-15",NA,NA,NA
"2023-08-16-16",NA,NA,NA
"2023-08-16-17",NA,NA,NA
"2023-08-16-18",NA,NA,NA
"2023-08-16-19",NA,NA,NA
"2023-08-16-20",NA,NA,NA
"2023-08-16-21",NA,NA,NA
"2023-08-16-22",NA,NA,NA
"2023-08-16-23",NA,NA,NA
"2023-08-17-00",NA,NA,NA
"2023-08-17-01",NA,NA,NA
"2023-08-17-02",NA,NA,NA
"2023-08-17-03",NA,NA,NA
"2023-08-17-04",NA,NA,NA
"2023-08-17-05",NA,NA,NA
"2023-08-17-06",NA,NA,NA
"2023-08-17-07",NA,NA,NA
"2023-08-17-08",NA,NA,NA
"2023-08-17-09",NA,NA,NA
"2023-08-17-10",NA,NA,NA
"2023-08-17-11",NA,NA,NA
"2023-08-17-12",NA,NA,NA
"2023-08-17-13",NA,NA,NA
"2023-08-17-14",NA,NA,NA
"2023-08-17-15",NA,NA,NA
"2023-08-17-16",NA,NA,NA
"2023-08-17-17",NA,NA,NA
"2023-08-17-18",NA,NA,NA
"2023-08-17-19",NA,NA,NA
"2023-08-17-20",NA,NA,NA
"2023-08-17-21",NA,NA,NA
"2023-08-17-22",NA,NA,NA
"2023-08-17-23",NA,NA,NA
"2023-08-18-00",NA,NA,NA
"2023-08-18-01",NA,NA,NA
"2023-08-18-02",NA,NA,NA
"2023-08-18-03",NA,NA,NA
"2023-08-18-04",NA,NA,NA
"2023-08-18-05",NA,NA,NA
"2023-08-18-06",NA,NA,NA
"2023-08-18-07",NA,NA,NA
"2023-08-18-08",NA,NA,NA
"2023-08-18-09",NA,NA,NA
"2023-08-18-10",NA,NA,NA
"2023-08-18-11",NA,NA,NA
"2023-08-18-12",NA,NA,NA
"2023-08-18-13",NA,NA,NA
"2023-08-18-14",NA,NA,NA
"2023-08-18-15",NA,NA,NA
"2023-08-18-16",NA,NA,NA
"2023-08-18-17",NA,NA,NA
"2023-08-18-18",NA,NA,NA
"2023-08-18-19",NA,NA,NA
"2023-08-18-20",NA,NA,NA
"2023-08-18-21",NA,NA,NA
"2023-08-18-22",NA,NA,NA
"2023-08-18-23",NA,NA,NA
"2023-08-19-00",NA,NA,NA
"2023-08-19-01",NA,NA,NA
"2023-08-19-02",NA,NA,NA
"2023-08-19-03",NA,NA,NA
"2023-08-19-04",NA,NA,NA
"2023-08-19-05",NA,NA,NA
"2023-08-19-06",NA,NA,NA
"2023-08-19-07",NA,NA,NA
"2023-08-19-08",NA,NA,NA
"2023-08-19-09",NA,NA,NA
"2023-08-19-10",NA,NA,NA
"2023-08-19-11",NA,NA,NA
"2023-08-19-12",NA,NA,NA
"2023-08-19-13",NA,NA,NA
"2023-08-19-14",NA,NA,NA
"2023-08-19-15",NA,NA,NA
"2023-08-19-16",NA,NA,NA
"2023-08-19-17",NA,NA,NA
"2023-08-19-18",NA,NA,NA
"2023-08-19-19",NA,NA,NA
"2023-08-19-20",NA,NA,NA
"2023-08-19-21",NA,NA,NA
"2023-08-19-22",NA,NA,NA
"2023-08-19-23",NA,NA,NA
"2023-08-20-00",NA,NA,NA
"2023-08-20-01",NA,NA,NA
"2023-08-20-02",NA,NA,NA
"2023-08-20-03",NA,NA,NA
"2023-08-20-04",NA,NA,NA
"2023-08-20-05",NA,NA,NA
"2023-08-20-06",NA,NA,NA
"2023-08-20-07",NA,NA,NA
"2023-08-20-08",NA,NA,NA
"2023-08-20-09",NA,NA,NA
"2023-08-20-10",NA,NA,NA
"2023-08-20-11",NA,NA,NA
"2023-08-20-12",NA,NA,NA
"2023-08-20-13",NA,NA,NA
"2023-08-20-14",NA,NA,NA
"2023-08-20-15",NA,NA,NA
"2023-08-20-16",NA,NA,NA
"2023-08-20-17",NA,NA,NA
"2023-08-20-18",NA,NA,NA
"2023-08-20-19",NA,NA,NA
"2023-08-20-20",NA,NA,NA
"2023-08-20-21",NA,NA,NA
"2023-08-20-22",NA,NA,NA
"2023-08-20-23",NA,NA,NA
"2023-08-21-00",NA,NA,NA
"2023-08-21-01",NA,NA,NA
"2023-08-21-02",NA,NA,NA
"2023-08-21-03",NA,NA,NA
"2023-08-21-04",NA,NA,NA
"2023-08-21-05",NA,NA,NA
"2023-08-21-06",NA,NA,NA
"2023-08-21-07",NA,NA,NA
"2023-08-21-08",NA,NA,NA
"2023-08-21-09",NA,NA,NA
"2023-08-21-10",NA,NA,NA
"2023-08-21-11",NA,NA,NA
"2023-08-21-12",NA,NA,NA
"2023-08-21-13",NA,NA,NA
"2023-08-21-14",NA,NA,NA
"2023-08-21-15",NA,NA,NA
"2023-08-21-16",NA,NA,NA
"2023-08-21-17",NA,NA,NA
"2023-08-21-18",NA,NA,NA
"2023-08-21-19",NA,NA,NA
"2023-08-21-20",NA,NA,NA
"2023-08-21-21",NA,NA,NA
"2023-08-21-22",NA,NA,NA
"2023-08-21-23",NA,NA,NA
"2023-08-22-00",NA,NA,NA
"2023-08-22-01",NA,NA,NA
"2023-08-22-02",NA,NA,NA
"2023-08-22-03",NA,NA,NA
"2023-08-22-04",NA,NA,NA
"2023-08-22-05",NA,NA,NA
"2023-08-22-06",NA,NA,NA
"2023-08-22-07",NA,NA,NA
"2023-08-22-08",NA,NA,NA
"2023-08-22-09",NA,NA,NA
"2023-08-22-10",NA,NA,NA
"2023-08-22-11",NA,NA,NA
"2023-08-22-12",NA,NA,NA
"2023-08-22-13",NA,NA,NA
"2023-08-22-14",NA,NA,NA
"2023-08-22-15",NA,NA,NA
"2023-08-22-16",NA,NA,NA
"2023-08-22-17",NA,NA,NA
"2023-08-22-18",NA,NA,NA
"2023-08-22-19",NA,NA,NA
"2023-08-22-20",NA,NA,NA
"2023-08-22-21",NA,NA,NA
"2023-08-22-22",NA,NA,NA
"2023-08-22-23",NA,NA,NA
"2023-08-23-00",NA,NA,NA
"2023-08-23-01",NA,NA,NA
"2023-08-23-02",NA,NA,NA
"2023-08-23-03",NA,NA,NA
"2023-08-23-04",NA,NA,NA
"2023-08-23-05",NA,NA,NA
"2023-08-23-06",NA,NA,NA
"2023-08-23-07",NA,NA,NA
"2023-08-23-08",NA,NA,NA
"2023-08-23-09",NA,NA,NA
"2023-08-23-10",NA,NA,NA
"2023-08-23-11",NA,NA,NA
"2023-08-23-12",NA,NA,NA
"2023-08-23-13",NA,NA,NA
"2023-08-23-14",NA,NA,NA
"2023-08-23-15",NA,NA,NA
"2023-08-23-16",NA,NA,NA
"2023-08-23-17",NA,NA,NA
"2023-08-23-18",NA,NA,NA
"2023-08-23-19",NA,NA,NA
"2023-08-23-20",NA,NA,NA
"2023-08-23-21",NA,NA,NA
"2023-08-23-22",NA,NA,NA
"2023-08-23-23",NA,NA,NA
"2023-08-24-00",NA,NA,NA
"2023-08-24-01",NA,NA,NA
"2023-08-24-02",NA,NA,NA
"2023-08-24-03",NA,NA,NA
"2023-08-24-04",NA,NA,NA
"2023-08-24-05",NA,NA,NA
"2023-08-24-06",NA,NA,NA
"2023-08-24-07",NA,NA,NA
"2023-08-24-08",NA,NA,NA
"2023-08-24-09",NA,NA,NA
"2023-08-24-10",NA,NA,NA
"2023-08-24-11",NA,NA,NA
"2023-08-24-12",NA,NA,NA
"2023-08-24-13",NA,NA,NA
"2023-08-24-14",NA,NA,NA
"2023-08-24-15",NA,NA,NA
"2023-08-24-16",NA,NA,NA
"2023-08-24-17",NA,NA,NA
"2023-08-24-18",NA,NA,NA
"2023-08-24-19",NA,NA,NA
"2023-08-24-20",NA,NA,NA
"2023-08-24-21",NA,NA,NA
"2023-08-24-22",NA,NA,NA
"2023-08-24-23",NA,NA,NA
"2023-08-25-00",NA,NA,NA
"2023-08-25-01",NA,NA,NA
"2023-08-25-02",NA,NA,NA
"2023-08-25-03",NA,NA,NA
"2023-08-25-04",NA,NA,NA
"2023-08-25-05",NA,NA,NA
"2023-08-25-06",NA,NA,NA
"2023-08-25-07",NA,NA,NA
"2023-08-25-08",NA,NA,NA
"2023-08-25-09",NA,NA,NA
"2023-08-25-10",NA,NA,NA
"2023-08-25-11",NA,NA,NA
"2023-08-25-12",NA,NA,NA
"2023-08-25-13",NA,NA,NA
"2023-08-25-14",NA,NA,NA
"2023-08-25-15",NA,NA,NA
"2023-08-25-16",NA,NA,NA
"2023-08-25-17",NA,NA,NA
"2023-08-25-18",NA,NA,NA
"2023-08-25-19",NA,NA,NA
"2023-08-25-20",NA,NA,NA
"2023-08-25-21",NA,NA,NA
"2023-08-25-22",NA,NA,NA
"2023-08-25-23",NA,NA,NA
"2023-08-26-00",NA,NA,NA
"2023-08-26-01",NA,NA,NA
"2023-08-26-02",NA,NA,NA
"2023-08-26-03",NA,NA,NA
"2023-08-26-04",NA,NA,NA
"2023-08-26-05",NA,NA,NA
"2023-08-26-06",NA,NA,NA
"2023-08-26-07",NA,NA,NA
"2023-08-26-08",NA,NA,NA
"2023-08-26-09",NA,NA,NA
"2023-08-26-10",NA,NA,NA
"2023-08-26-11",NA,NA,NA
"2023-08-26-12",NA,NA,NA
"2023-08-26-13",NA,NA,NA
"2023-08-26-14",NA,NA,NA
"2023-08-26-15",NA,NA,NA
"2023-08-26-16",NA,NA,NA
"2023-08-26-17",NA,NA,NA
"2023-08-26-18",NA,NA,NA
"2023-08-26-19",NA,NA,NA
"2023-08-26-20",NA,NA,NA
"2023-08-26-21",NA,NA,NA
"2023-08-26-22",NA,NA,NA
"2023-08-26-23",NA,NA,NA
"2023-08-27-00",NA,NA,NA
"2023-08-27-01",NA,NA,NA
"2023-08-27-02",NA,NA,NA
"2023-08-27-03",NA,NA,NA
"2023-08-27-04",NA,NA,NA
"2023-08-27-05",NA,NA,NA
"2023-08-27-06",NA,NA,NA
"2023-08-27-07",NA,NA,NA
"2023-08-27-08",NA,NA,NA
"2023-08-27-09",NA,NA,NA
"2023-08-27-10",NA,NA,NA
"2023-08-27-11",NA,NA,NA
"2023-08-27-12",NA,NA,NA
"2023-08-27-13",NA,NA,NA
"2023-08-27-14",NA,NA,NA
"2023-08-27-15",NA,NA,NA
"2023-08-27-16",NA,NA,NA
"2023-08-27-17",NA,NA,NA
"2023-08-27-18",NA,NA,NA
"2023-08-27-19",NA,NA,NA
"2023-08-27-20",NA,NA,NA
"2023-08-27-21",NA,NA,NA
"2023-08-27-22",NA,NA,NA
"2023-08-27-23",NA,NA,NA
"2023-08-28-00",NA,NA,NA
"2023-08-28-01",NA,NA,NA
"2023-08-28-02",NA,NA,NA
"2023-08-28-03",NA,NA,NA
"2023-08-28-04",NA,NA,NA
"2023-08-28-05",NA,NA,NA
"2023-08-28-06",NA,NA,NA
"2023-08-28-07",NA,NA,NA
"2023-08-28-08",NA,NA,NA
"2023-08-28-09",NA,NA,NA
"2023-08-28-10",NA,NA,NA
"2023-08-28-11",NA,NA,NA
"2023-08-28-12",NA,NA,NA
"2023-08-28-13",NA,NA,NA
"2023-08-28-14",NA,NA,NA
"2023-08-28-15",NA,NA,NA
"2023-08-28-16",NA,NA,NA
"2023-08-28-17",NA,NA,NA
"2023-08-28-18",NA,NA,NA
"2023-08-28-19",NA,NA,NA
"2023-08-28-20",NA,NA,NA
"2023-08-28-21",NA,NA,NA
"2023-08-28-22",NA,NA,NA
"2023-08-28-23",NA,NA,NA
"2023-08-29-00",NA,NA,NA
"2023-08-29-01",NA,NA,NA
"2023-08-29-02",NA,NA,NA
"2023-08-29-03",NA,NA,NA
"2023-08-29-04",NA,NA,NA
"2023-08-29-05",NA,NA,NA
"2023-08-29-06",NA,NA,NA
"2023-08-29-07",NA,NA,NA
"2023-08-29-08",NA,NA,NA
"2023-08-29-09",NA,NA,NA
"2023-08-29-10",NA,NA,NA
"2023-08-29-11",NA,NA,NA
"2023-08-29-12",NA,NA,NA
"2023-08-29-13",NA,NA,NA
"2023-08-29-14",NA,NA,NA
"2023-08-29-15",NA,NA,NA
"2023-08-29-16",NA,NA,NA
"2023-08-29-17",NA,NA,NA
"2023-08-29-18",NA,NA,NA
"2023-08-29-19",NA,NA,NA
"2023-08-29-20",NA,NA,NA
"2023-08-29-21",NA,NA,NA
"2023-08-29-22",NA,NA,NA
"2023-08-29-23",NA,NA,NA
"2023-08-30-00",NA,NA,NA
"2023-08-30-01",NA,NA,NA
"2023-08-30-02",NA,NA,NA
"2023-08-30-03",NA,NA,NA
"2023-08-30-04",NA,NA,NA
"2023-08-30-05",NA,NA,NA
"2023-08-30-06",NA,NA,NA
"2023-08-30-07",NA,NA,NA
"2023-08-30-08",NA,NA,NA
"2023-08-30-09",NA,NA,NA
"2023-08-30-10",NA,NA,NA
"2023-08-30-11",NA,NA,NA
"2023-08-30-12",NA,NA,NA
"2023-08-30-13",NA,NA,NA
"2023-08-30-14",NA,NA,NA
"2023-08-30-15",NA,NA,NA
"2023-08-30-16",22.87,23.9,25.97
"2023-08-30-17",23.3075,24.3308333333333,26.2608333333333
"2023-08-30-18",23.8741666666667,24.8283333333333,26.3491666666667
"2023-08-30-19",24.255,25.0716666666667,26.11
"2023-08-30-20",24.4791666666667,25.0916666666667,25.6925
"2023-08-30-21",24.5625,24.9758333333333,25.2266666666667
"2023-08-30-22",24.5283333333333,24.7616666666667,24.715
"2023-08-30-23",24.4075,24.4858333333333,24.1958333333333
"2023-08-31-00",24.2116666666667,24.1441666666667,23.6858333333333
"2023-08-31-01",23.9875,23.775,23.1866666666667
"2023-08-31-02",23.7125,23.4233333333333,22.7016666666667
"2023-08-31-03",23.4258333333333,23.0466666666667,22.2566666666667
"2023-08-31-04",23.13,22.6741666666667,21.8166666666667
"2023-08-31-05",22.8291666666667,22.2958333333333,21.3875
"2023-08-31-06",22.5533333333333,21.9641666666667,21.0008333333333
"2023-08-31-07",22.255,21.6083333333333,20.6066666666667
"2023-08-31-08",21.9683333333333,21.2575,20.2291666666667
"2023-08-31-09",21.7216666666667,20.9725,20.0283333333333
"2023-08-31-10",21.5025,20.8125,20.1966666666667
"2023-08-31-11",21.4375,20.915,20.9441666666667
"2023-08-31-12",21.44,20.93,21.03
"2023-08-31-13",21.44,20.93,21.03
"2023-08-31-14",21.44,20.93,21.03
"2023-08-31-15",21.44,20.93,21.03
"2023-08-31-16",21.44,20.93,21.03
"2023-08-31-17",21.44,20.93,21.03
"2023-08-31-18",21.44,20.93,21.03
"2023-08-31-19",21.44,20.93,21.03
"2023-08-31-20",21.44,20.93,21.03
"2023-08-31-21",21.44,20.93,21.03
"2023-08-31-22",21.44,20.93,21.03
"2023-08-31-23",21.44,20.93,21.03
"2023-09-01-00",21.44,20.93,21.03
"2023-09-01-01",21.8033333333333,21.3391666666667,21.385
"2023-09-01-02",25.6866666666667,25.605,25.0008333333333
"2023-09-01-03",25.3925,25.1783333333333,24.4491666666667
"2023-09-01-04",25.0641666666667,24.7475,23.96
"2023-09-01-05",24.7283333333333,24.3408333333333,23.5241666666667
"2023-09-01-06",24.3925,23.9641666666667,23.135
"2023-09-01-07",24.0741666666667,23.5983333333333,22.73
"2023-09-01-08",23.6233333333333,23.2058333333333,22.3641666666667
"2023-09-01-09",23.3316666666667,22.8716666666667,22.1108333333333
"2023-09-01-10",23.14,22.685,22.2891666666667
"2023-09-01-11",23.1283333333333,22.9233333333333,23.4
"2023-09-01-12",23.3725,23.6175,25.045
"2023-09-01-13",23.865,24.6225,26.9025
"2023-09-01-14",24.5633333333333,25.8341666666667,28.765
"2023-09-01-15",25.4266666666667,27.105,30.465
"2023-09-01-16",26.3891666666667,28.3291666666667,31.8108333333333
"2023-09-01-17",27.3091666666667,29.3658333333333,32.6075
"2023-09-01-18",28.0983333333333,30.0333333333333,32.5983333333333
"2023-09-01-19",28.625,30.3175,32.22
"2023-09-01-20",28.935,30.3341666666667,31.6383333333333
"2023-09-01-21",29.0366666666667,30.1416666666667,30.92
"2023-09-01-22",28.9833333333333,29.8116666666667,30.1991666666667
"2023-09-01-23",28.8208333333333,29.4025,29.4733333333333
"2023-09-02-00",28.56,28.9466666666667,28.7741666666667
"2023-09-02-01",28.2541666666667,28.4741666666667,28.1133333333333
"2023-09-02-02",27.8933333333333,27.9716666666667,27.4891666666667
"2023-09-02-03",27.5325,27.4866666666667,26.8616666666667
"2023-09-02-04",27.15,26.9916666666667,26.2958333333333
"2023-09-02-05",26.76,26.5175,25.7341666666667
"2023-09-02-06",26.3658333333333,26.0533333333333,25.2066666666667
"2023-09-02-07",25.9916666666667,25.6058333333333,24.71
"2023-09-02-08",25.6108333333333,25.1591666666667,24.2825
"2023-09-02-09",25.2783333333333,24.8091666666667,24.0016666666667
"2023-09-02-10",25.0166666666667,24.5875,24.1791666666667
"2023-09-02-11",24.9241666666667,24.79,25.2283333333333
"2023-09-02-12",25.0891666666667,25.415,26.8266666666667
"2023-09-02-13",25.5483333333333,26.36,28.5758333333333
"2023-09-02-14",26.2108333333333,27.48,30.3308333333333
"2023-09-02-15",27.0233333333333,28.6758333333333,31.9316666666667
"2023-09-02-16",27.9083333333333,29.8158333333333,33.145
"2023-09-02-17",28.7566666666667,30.7416666666667,33.7775
"2023-09-02-18",29.4441666666667,31.29,33.675
"2023-09-02-19",29.8925,31.4841666666667,33.1641666666667
"2023-09-02-20",30.1316666666667,31.4016666666667,32.4858333333333
"2023-09-02-21",30.1516666666667,31.1491666666667,31.7758333333333
"2023-09-02-22",30.0408333333333,30.7791666666667,31.07
"2023-09-02-23",29.8341666666667,30.3691666666667,30.3916666666667
"2023-09-03-00",29.555,29.93,29.7658333333333
"2023-09-03-01",29.2325,29.48,29.1833333333333
"2023-09-03-02",28.8966666666667,29.0116666666667,28.6141666666667
"2023-09-03-03",28.5533333333333,28.5666666666667,28.065
"2023-09-03-04",28.1916666666667,28.1183333333333,27.54
"2023-09-03-05",27.8358333333333,27.68,27.0258333333333
"2023-09-03-06",27.4808333333333,27.2433333333333,26.5258333333333
"2023-09-03-07",27.14,26.825,26.0541666666667
"2023-09-03-08",26.78,26.4108333333333,25.6275
"2023-09-03-09",26.4583333333333,26.0625,25.3408333333333
"2023-09-03-10",26.2133333333333,25.8608333333333,25.4825
"2023-09-03-11",26.1116666666667,25.9883333333333,26.3441666666667
"2023-09-03-12",26.2475,26.5358333333333,27.8141666666667
"2023-09-03-13",26.6508333333333,27.4458333333333,29.6775
"2023-09-03-14",27.3108333333333,28.6141666666667,31.5541666666667
"2023-09-03-15",28.1258333333333,29.8416666666667,33.1641666666667
"2023-09-03-16",29.0183333333333,30.9666666666667,34.305
"2023-09-03-17",29.8391666666667,31.8408333333333,34.8225
"2023-09-03-18",30.4975,32.3608333333333,34.7066666666667
"2023-09-03-19",30.9541666666667,32.5583333333333,34.285
"2023-09-03-20",31.185,32.4991666666667,33.6491666666667
"2023-09-03-21",31.2175,32.2475,32.915
"2023-09-03-22",31.0983333333333,31.8775,32.1725
"2023-09-03-23",30.8691666666667,31.4425,31.4625
"2023-09-04-00",30.5916666666667,30.9766666666667,30.8025
"2023-09-04-01",30.2616666666667,30.4883333333333,30.1675
"2023-09-04-02",29.9008333333333,29.9966666666667,29.5508333333333
"2023-09-04-03",29.5258333333333,29.52,28.9558333333333
"2023-09-04-04",29.15,29.0458333333333,28.3833333333333
"2023-09-04-05",28.7533333333333,28.5775,27.8333333333333
"2023-09-04-06",28.3666666666667,28.0933333333333,27.3025
"2023-09-04-07",27.9766666666667,27.6383333333333,26.7858333333333
"2023-09-04-08",27.1891666666667,27.0933333333333,26.3066666666667
"2023-09-04-09",26.7566666666667,26.6225,25.995
"2023-09-04-10",26.6441666666667,26.4233333333333,26.2225
"2023-09-04-11",26.5933333333333,26.6208333333333,27.2116666666667
"2023-09-04-12",26.845,27.2141666666667,28.615
"2023-09-04-13",27.3833333333333,28.1333333333333,30.3141666666667
"2023-09-04-14",28.1383333333333,29.2583333333333,31.9883333333333
"2023-09-04-15",29.0583333333333,30.5,33.655
"2023-09-04-16",30.0491666666667,31.7483333333333,35.0558333333333
"2023-09-04-17",30.8608333333333,32.7291666666667,35.6975
"2023-09-04-18",31.5425,33.2991666666667,35.6025
"2023-09-04-19",31.9866666666667,33.5008333333333,35.1333333333333
"2023-09-04-20",32.195,33.4258333333333,34.4641666666667
"2023-09-04-21",32.205,33.1583333333333,33.7291666666667
"2023-09-04-22",32.0875,32.78,32.9908333333333
"2023-09-04-23",31.8583333333333,32.3475,32.2683333333333
"2023-09-05-00",31.5666666666667,31.8725,31.5958333333333
"2023-09-05-01",31.2208333333333,31.3808333333333,30.9375
"2023-09-05-02",30.8475,30.8841666666667,30.3166666666667
"2023-09-05-03",30.4716666666667,30.3966666666667,29.7516666666667
"2023-09-05-04",30.105,29.94,29.2133333333333
"2023-09-05-05",29.7041666666667,29.4558333333333,28.6708333333333
"2023-09-05-06",29.315,28.9975,28.1516666666667
"2023-09-05-07",28.9333333333333,28.5525,27.675
"2023-09-05-08",28.37,28.0741666666667,27.2091666666667
"2023-09-05-09",27.7775,27.5816666666667,26.8908333333333
"2023-09-05-10",27.4466666666667,27.2983333333333,27.04
"2023-09-05-11",27.4116666666667,27.4525,27.985
"2023-09-05-12",27.67,28.045,29.48
"2023-09-05-13",28.1908333333333,28.9825,31.2375
"2023-09-05-14",28.9483333333333,30.1391666666667,32.9591666666667
"2023-09-05-15",29.9041666666667,31.36,34.5625
"2023-09-05-16",30.8925,32.5725,35.8816666666667
"2023-09-05-17",31.8441666666667,33.6366666666667,36.7466666666667
"2023-09-05-18",32.5675,34.3333333333333,36.8475
"2023-09-05-19",33.0241666666667,34.5916666666667,36.3466666666667
"2023-09-05-20",33.2425,34.5083333333333,35.6191666666667
"2023-09-05-21",33.2933333333333,34.2441666666667,34.8316666666667
"2023-09-05-22",33.1575,33.8583333333333,34.0533333333333
"2023-09-05-23",32.9225,33.3983333333333,33.3475
"2023-09-06-00",32.6216666666667,32.9116666666667,32.6625
"2023-09-06-01",32.2708333333333,32.43,32.0183333333333
"2023-09-06-02",31.8975,31.9375,31.3833333333333
"2023-09-06-03",31.51,31.4316666666667,30.8016666666667
"2023-09-06-04",31.1233333333333,30.9566666666667,30.2516666666667
"2023-09-06-05",30.7258333333333,30.4775,29.6925
"2023-09-06-06",30.3275,30.015,29.1783333333333
"2023-09-06-07",29.9466666666667,29.555,28.6775
"2023-09-06-08",29.1925,29.0116666666667,28.1883333333333
"2023-09-06-09",28.5225,28.4816666666667,27.8183333333333
"2023-09-06-10",28.1566666666667,28.1325,27.8925
"2023-09-06-11",28.115,28.21,28.6933333333333
"2023-09-06-12",28.3516666666667,28.7133333333333,30.0266666666667
"2023-09-06-13",28.7933333333333,29.5708333333333,31.68
"2023-09-06-14",29.43,30.6333333333333,33.37
"2023-09-06-15",30.2041666666667,31.7766666666667,34.8875
"2023-09-06-16",31.0383333333333,32.8433333333333,36.0108333333333
"2023-09-06-17",31.8391666666667,33.7116666666667,36.5883333333333
"2023-09-06-18",32.5008333333333,34.2341666666667,36.4825
"2023-09-06-19",32.8975,34.3958333333333,35.9458333333333
"2023-09-06-20",33.0791666666667,34.2833333333333,35.2183333333333
"2023-09-06-21",33.0825,33.975,34.4525
"2023-09-06-22",32.9316666666667,33.5866666666667,33.7116666666667
"2023-09-06-23",32.6975,33.1325,33.0191666666667
"2023-09-07-00",32.3866666666667,32.6658333333333,32.3591666666667
"2023-09-07-01",32.05,32.1725,31.7241666666667
"2023-09-07-02",31.685,31.68,31.1091666666667
"2023-09-07-03",31.2825,31.1908333333333,30.5083333333333
"2023-09-07-04",30.9,30.6958333333333,29.9441666666667
"2023-09-07-05",30.5058333333333,30.215,29.3875
"2023-09-07-06",30.1166666666667,29.7458333333333,28.84
"2023-09-07-07",29.7016666666667,29.2791666666667,28.3466666666667
"2023-09-07-08",28.8658333333333,28.715,27.8558333333333
"2023-09-07-09",28.2991666666667,28.1966666666667,27.5008333333333
"2023-09-07-10",28.0825,27.915,27.6391666666667
"2023-09-07-11",28.045,28.0416666666667,28.4983333333333
"2023-09-07-12",28.2191666666667,28.5375,29.7558333333333
"2023-09-07-13",28.6733333333333,29.3608333333333,31.3008333333333
"2023-09-07-14",29.3391666666667,30.3741666666667,32.8725
"2023-09-07-15",30.1691666666667,31.4766666666667,34.2733333333333
"2023-09-07-16",31.0266666666667,32.5625,35.5325
"2023-09-07-17",31.805,33.4833333333333,36.2616666666667
"2023-09-07-18",32.4516666666667,34.065,36.2791666666667
"2023-09-07-19",32.8841666666667,34.3,35.8516666666667
"2023-09-07-20",33.0925,34.2183333333333,35.1816666666667
"2023-09-07-21",33.12,33.9541666666667,34.4191666666667
"2023-09-07-22",32.9791666666667,33.57,33.6583333333333
"2023-09-07-23",32.7375,33.1041666666667,32.91
"2023-09-08-00",32.4141666666667,32.6166666666667,32.1766666666667
"2023-09-08-01",32.0583333333333,32.095,31.5141666666667
"2023-09-08-02",31.6716666666667,31.57,30.8575
"2023-09-08-03",31.2675,31.0533333333333,30.2516666666667
"2023-09-08-04",30.8491666666667,30.545,29.665
"2023-09-08-05",30.445,30.0541666666667,29.0966666666667
"2023-09-08-06",30.0283333333333,29.5591666666667,28.5666666666667
"2023-09-08-07",29.6275,29.1,28.0566666666667
"2023-09-08-08",29.2508333333333,28.6625,27.5958333333333
"2023-09-08-09",28.48,28.16,27.2716666666667
"2023-09-08-10",28.075,27.8433333333333,27.4741666666667
"2023-09-08-11",27.9625,27.9833333333333,28.5
"2023-09-08-12",28.2333333333333,28.59,30.0166666666667
"2023-09-08-13",28.7541666666667,29.5575,31.82
"2023-09-08-14",29.4641666666667,30.7241666666667,33.66
"2023-09-08-15",30.3175,31.9508333333333,35.2591666666667
